title,daily_rank,daily_movement,weekly_movement,view_count,like_count,comment_count,video_tags,publish_date,tokens,category,title_len
"FPJ's Batang Quiapo | Episode 395 (2/2) | August 21, 2024 (w/ English Subtitles)",31,-11,19,3041190,29144,1356,"ABS-CBN, ABS-CBN Online, ABS-CBN Philippines, ABS-CBNEntertainment, genre:Drama, genre:family, series:FPJsBatangQuiapo, Tagalog Series, person:PingMedina, person:RonaldoValdez, person:CocoMartin, person:IvanaAlawi, person:CharoSantos, person:ChristopherDeLeon, FPJs Batang Quiapo 2024, person:EjayFalcon, person:PhilipSalvador, person:CherryPiePicache, person:TommyAbuel, Batang Quiapo August 20 2024, #FPJBatangQuiapo_VOD, 20240821online, August 21 2024, Batang Quiapo 2024, Yt0psZeth, #FPJBQImbitasyon",2024-08-21 00:00:00+00:00,"['fpj', 'batang', 'quiapo', 'episode', '395', '22', 'august', '21', '2024', 'english', 'subtitles']",Entertainment,11
"FPJ's Batang Quiapo | Episode 396 (2/2) | August 22, 2024 (w/ English Subtitles)",25,25,25,2665875,24591,1231,"ABS-CBN, ABS-CBN Online, ABS-CBN Philippines, ABS-CBNEntertainment, genre:Drama, genre:family, series:FPJsBatangQuiapo, Tagalog Series, person:PingMedina, person:RonaldoValdez, person:CocoMartin, person:IvanaAlawi, person:CharoSantos, person:ChristopherDeLeon, FPJs Batang Quiapo 2024, person:EjayFalcon, person:PhilipSalvador, person:CherryPiePicache, person:TommyAbuel, Batang Quiapo August 22 2024, #FPJBatangQuiapo_VOD, 20240822online, August 22 2024, Batang Quiapo 2024, Yt0psZeth, #FPJBQBoss",2024-08-22 00:00:00+00:00,"['fpj', 'batang', 'quiapo', 'episode', '396', '22', 'august', '22', '2024', 'english', 'subtitles']",Entertainment,11
"FPJ's Batang Quiapo | Episode 426 (2/2) | October 3, 2024",29,-6,21,3417116,31007,1362,"ABS-CBN, ABS-CBN Online, ABS-CBN Philippines, ABS-CBNEntertainment, genre:Drama, genre:family, series:FPJsBatangQuiapo, Tagalog Series, person:PingMedina, person:RonaldoValdez, person:CocoMartin, person:IvanaAlawi, person:CharoSantos, person:ChristopherDeLeon, FPJs Batang Quiapo 2024, person:EjayFalcon, person:PhilipSalvador, person:CherryPiePicache, person:TommyAbuel, Batang Quiapo October 3 2024, #FPJBatangQuiapo_VOD, 20241003online, October 3 2024, Batang Quiapo 2024, YT0psZeth, #FPJBQFacundo",2024-10-03 00:00:00+00:00,"['fpj', 'batang', 'quiapo', 'episode', '426', '22', 'october', '2024']",Entertainment,8
"FPJ's Batang Quiapo | Episode 460 (2/2) | November 20, 2024 (w/ English Subtitles)",34,-6,16,2742356,23426,1484,"ABS-CBN, ABS-CBN Online, ABS-CBN Philippines, ABS-CBNEntertainment, genre:Drama, series:FPJsBatangQuiapo, Tagalog Series, person:PingMedina, person:RonaldoValdez, person:CocoMartin, person:IvanaAlawi, person:CharoSantos, person:ChristopherDeLeon, FPJs Batang Quiapo 2024, person:EjayFalcon, person:PhilipSalvador, person:CherryPiePicache, person:TommyAbuel, Batang Quiapo November 18 2024, #FPJBatangQuiapo_VOD, 20241120online, November 20 2024, Batang Quiapo 2024, YT0psZeth, #FPJBQHuliNa, FPJBQ",2024-11-20 00:00:00+00:00,"['fpj', 'batang', 'quiapo', 'episode', '460', '22', 'november', '20', '2024', 'english', 'subtitles']",Entertainment,11
"FPJ's Batang Quiapo | Episode 471 (1/2) | December 5, 2024 (w/ English Subtitles)",40,10,10,3060037,25889,660,"ABS-CBN, ABS-CBN Online, ABS-CBN Philippines, ABS-CBNEntertainment, genre:Drama, series:FPJsBatangQuiapo, Tagalog Series, person:PingMedina, person:RonaldoValdez, person:CocoMartin, person:IvanaAlawi, person:CharoSantos, person:ChristopherDeLeon, FPJs Batang Quiapo 2024, person:EjayFalcon, person:PhilipSalvador, person:CherryPiePicache, person:TommyAbuel, Batang Quiapo December 3 2024, #FPJBatangQuiapo_VOD, 20241205online, Batang Quiapo 2024, YT0psZeth, #FPJBQHindiIiwan, FPJBQ, Batang Quiapo",2024-12-05 00:00:00+00:00,"['fpj', 'batang', 'quiapo', 'episode', '471', '12', 'december', '2024', 'english', 'subtitles']",Entertainment,10
"FPJ's Batang Quiapo | Episode 524 (1/2) | February 18, 2025 (w/ English Subtitles)",40,10,10,3817175,31582,766,"ABS-CBN, ABS-CBN Online, ABS-CBN Philippines, ABS-CBNEntertainment, series:FPJsBatangQuiapo, Tagalog Series, person:PingMedina, person:RonaldoValdez, person:CocoMartin, person:IvanaAlawi, person:CharoSantos, person:ChristopherDeLeon, FPJs Batang Quiapo 2025, person:EjayFalcon, person:PhilipSalvador, person:CherryPiePicache, person:TommyAbuel, Batang Quiapo February 18 2025, #FPJBatangQuiapo_VOD, 20250218online, Batang Quiapo 2025, FPJ Batang Quiapo, #FPKBQKa-Pangalan, #batangquiapo, YT0psRuel, Quiapo, BQ",2025-02-18 00:00:00+00:00,"['fpj', 'batang', 'quiapo', 'episode', '524', '12', 'february', '18', '2025', 'english', 'subtitles']",Entertainment,11
"FPJ's Batang Quiapo | Episode 524 (2/2) | February 18, 2025 (w/ English Subtitles)",2,48,48,5195900,47055,2912,"ABS-CBN, ABS-CBN Online, ABS-CBN Philippines, ABS-CBNEntertainment, series:FPJsBatangQuiapo, Tagalog Series, person:PingMedina, person:RonaldoValdez, person:CocoMartin, person:IvanaAlawi, person:CharoSantos, person:ChristopherDeLeon, FPJs Batang Quiapo 2025, person:EjayFalcon, person:PhilipSalvador, person:CherryPiePicache, person:TommyAbuel, Batang Quiapo February 18 2025, #FPJBatangQuiapo_VOD, 20250218online, Batang Quiapo 2025, FPJ Batang Quiapo, #FPKBQKa-Pangalan, #batangquiapo, YT0psRuel, Quiapo, BQ",2025-02-18 00:00:00+00:00,"['fpj', 'batang', 'quiapo', 'episode', '524', '22', 'february', '18', '2025', 'english', 'subtitles']",Entertainment,11
"FPJ's Batang Quiapo | Episode 526 (2/2) | February 20, 2025 (w/ English Subtitles)",33,17,17,4146456,34712,2996,"ABS-CBN, ABS-CBN Online, ABS-CBN Philippines, ABS-CBNEntertainment, series:FPJsBatangQuiapo, Tagalog Series, person:PingMedina, person:RonaldoValdez, person:CocoMartin, person:IvanaAlawi, person:CharoSantos, person:ChristopherDeLeon, FPJs Batang Quiapo 2025, person:EjayFalcon, person:PhilipSalvador, person:CherryPiePicache, person:TommyAbuel, Batang Quiapo February 20 2025, #FPJBatangQuiapo_VOD, 20250220online, Batang Quiapo 2025, FPJ Batang Quiapo, #FPKBQPekengTanggol, #batangquiapo, YT0psRuel, Quiapo, BQ",2025-02-20 00:00:00+00:00,"['fpj', 'batang', 'quiapo', 'episode', '526', '22', 'february', '20', '2025', 'english', 'subtitles']",Entertainment,11
FULL HEARING: Rodrigo Duterte faces ICC pre-trial chamber | ABS-CBN News,4,45,46,3009826,27972,14753,"ABS-CBN, ABS-CBN News, ABS-CBN Philippines, Philippine News, Philippines, ABS-CBN News Exclusive, #ABS-CBNNews_Exclusive, latest news update, recent news, YT0psLance, March 14 2025, 20250314abscbnnewsexclusive, channel:ABSCBNNews, Top News, Latest News, Viral News, #ABSCBNNewsExclusive, #ABSCBNNewsExclusive_HLS, Rodrigo Duterte, duterte sa icc, duterte icc latest updates, Duterte's ICC hearing, PBA Season 49 Commissioner's Cup, ICC detention facility, ICC pre-trial chamber, icc trial",2025-03-14 00:00:00+00:00,"['hearing', 'rodrigo', 'duterte', 'faces', 'icc', 'pretrial', 'chamber', 'abscbn', 'news']",Shows,9
"Family Feud Philippines: April 8, 2024 | LIVESTREAM",8,42,42,428619,7709,338,"family feud april 8 2024, Family Feud april 8 2024 episode, family feud live, family feud gma, family feud gma live, Family Feud today, family feud funny moments, celebrity family feud, vertical:entertainment, genre:varietyshow, format:live, source:entertainment, type:digital, series:Family Feud, topic:question, survey, 100 people, person:Dingdong Dantes, location:Philippines, language:Filipino",2024-04-08 00:00:00+00:00,"['family', 'feud', 'philippines', 'april', '2024', 'livestream']",Entertainment,6
"Family Feud: ALYSSA VALDEZ AT DEANNA WONG, READY TO SET, SPIKE, AND WIN! (Full Episode 521)",10,37,40,2058422,28344,1226,"family feud, family feud philippines, family feud ph, family feud gma network, family feud gma, family feud dingdong dantes, GMA Network, GMA Network online, person:dingdong dantes, Family Feud GMA online, Family Feud today, Family Feud July 17, Family Feud July 17 2024, Family Feud July 17 2024 episode, vertical:entertainment, genre:game show, format:full episode, source:etc, series:Family Feud Philippines",2024-07-17 00:00:00+00:00,"['family', 'feud', 'alyssa', 'valdez', 'deanna', 'wong', 'ready', 'set', 'spike', 'win', 'episode', '521']",Family,12
"Family Feud: BATTLE OF THE ‘80s DRAMA STARS (January 15, 2024) (Full Episode 376)",34,16,16,159981,1700,119,"family feud, family feud philippines, family feud ph, family feud gma network, family feud gma, family feud dingdong dantes, GMA Network, GMA Network online, Family Feud, Family Feud GMA, Family Feud GMA online, Family Feud today, Family Feud January 15, Family Feud January 15 2024, Family Feud January 15 2024 episode, vertical:entertainment, genre:game show, format:full episode, source:etc, series:Family Feud Philippines, family feud flordeluna",2024-01-16 00:00:00+00:00,"['family', 'feud', 'battle', '80s', 'drama', 'stars', 'january', '15', '2024', 'episode', '376']",Family,11
"Family Feud: DINGDONG DANTES, kinilig kay MARIAN RIVERA! (December 15, 2023) (Full Episode 355)",32,18,18,351256,4397,299,"Family Feud, Family Feud GMA online, Family December 15 2023, Family Feud December 15 Family Feud today, Family Feud live, GMA Network, vertical:entertainment, genre:variety show, format:highlight, source:entertainment, type:broadcast, series:Family Feud Philippines, topic:variety, question, survey question, 100 people, person:Dingdong Dantes, person:Marian Rivera, person:Neil Coleta, person:Pamu Pamorada, person:Majoy Apostol, location:Philippines, language:Filipino",2023-12-15 00:00:00+00:00,"['family', 'feud', 'dingdong', 'dantes', 'kinilig', 'kay', 'marian', 'rivera', 'december', '15', '2023', 'episode', '355']",Family,13
"Family Feud: FAMILY OF TWO vs. LAUGHING LADIES (December 8, 2023) (Full Episode 350)",25,25,25,537506,5778,302,"Family Feud, Family Feud GMA online, Family December 8 2023, Family Feud December 8 Family Feud today, Family Feud live, GMA Network, vertical:entertainment, genre:variety show, format:highlight, source:entertainment, type:broadcast, series:Family Feud Philippines, topic:variety, question, survey question, 100 people, person:Dingdong Dantes, person:Alden Richards, person:Sharon Cuneta, person:Tessie Tomas, person:Mitch Valdez, location:Philippines, language:Filipino",2023-12-08 00:00:00+00:00,"['family', 'feud', 'family', 'vs', 'laughing', 'ladies', 'december', '2023', 'episode', '350']",Family,10
"Family Feud: PBB CELEBRITY COLLAB, HATAW SUMAGOT SA HULAAN! (March 7, 2025) (Full Episode 688)",27,23,23,1163999,15231,1033,"GMA, GMA Network, Family Feud, Family Feud GMA online, Family March 7 2025, Family Feud March 7, Family feud viral clips, Guess to Win it, Family Feud Guess to Win it, Family Feud today, Family Feud live, vertical: entertainment, Topic: game, Topic: reality, Genre: TV Shows, Genre: Comedy, series:Family Feud Philippines, person: Dingdong Dantes, Pbb Celebrity Collab, Ex-boarders ni kuya, pinoy big brother, pbb celebrity edition collab, Gabbi Garcia, format: full episodes",2025-03-07 00:00:00+00:00,"['family', 'feud', 'pbb', 'celebrity', 'collab', 'hataw', 'sumagot', 'hulaan', 'march', '2025', 'episode', '688']",Entertainment,12
"Family Feud: TEAM #BARDA, MAGKASAMANG HINARAP ANG SURVEY BOARD! (January 8, 2024) (Full Episode 372)",16,26,34,445783,6314,661,"family feud, family feud philippines, family feud ph, family feud gma network, family feud gma, family feud dingdong dantes, GMA Network, GMA Network online, Family Feud, Family Feud GMA, Family Feud GMA online, Family Feud today, Family Feud January 8, Family Feud January 8 2024, Family Feud January 8 2024 episode, vertical:entertainment, genre:game show, format:full episode, source:etc, series:Family Feud Philippines, family feud barda, barbie forteza, david licauco",2024-01-08 00:00:00+00:00,"['family', 'feud', 'team', 'barda', 'magkasamang', 'hinarap', 'survey', 'board', 'january', '2024', 'episode', '372']",Family,12
"Family Feud: TEAM DANTES AT TEAM GONZI, NAGLABAN PARA SA DINGDONG DAY! (AUGUST 8, 2024)(Full Ep 537)",16,34,34,875401,12490,632,"family feud, family feud philippines, family feud ph, family feud gma network, family feud gma, family feud dingdong dantes, GMA Network, GMA Network online, person:dingdong dantes, Family Feud GMA online, Family Feud today, Family Feud August 8, Family Feud August 8 2024, Family Feud August 8 2024 episode, vertical:entertainment, genre:game show, format:full episode, source:etc, series:Family Feud Philippines",2024-08-08 00:00:00+00:00,"['family', 'feud', 'team', 'dantes', 'team', 'gonzi', 'naglaban', 'dingdong', 'day', 'august', '2024', 'ep', '537']",Family,13
"Family Feud: TEAM ZEBBY VS TEAM MILOVES (JULY 16, 2024) (Full Episode 520)",15,35,35,1225845,18988,386,"family feud, family feud philippines, family feud ph, family feud gma network, family feud gma, family feud dingdong dantes, GMA Network, GMA Network online, person:dingdong dantes, Family Feud GMA online, Family Feud today, Family Feud July 16, Family Feud July 16 2024, Family Feud July 16 2024 episode, vertical:entertainment, genre:game show, format:full episode, source:etc, series:Family Feud Philippines",2024-07-16 00:00:00+00:00,"['family', 'feud', 'team', 'zebby', 'vs', 'team', 'miloves', 'july', '16', '2024', 'episode', '520']",Family,12
"Family Feud: ‘HELLO, LOVE, AGAIN’ CAST, NAGKASUBUKAN SA HULAAN! (Nov 8, 2024) (Full Episode 603)",10,35,40,2858680,39330,1703,"GMA, GMA Network, Family Feud, Family Feud GMA online, Family November 8 2024, Family Feud November 8, Family feud viral clips, Guess to Win it, Family Feud Guess to Win it, Family Feud today, Family Feud live, vertical: entertainment, Topic: game, Topic: reality, Genre: TV Shows, Genre: Comedy, series:Family Feud Philippines, format: full episode, person: Dingdong Dantes, Team Joy, Team Ethan, Hello Love Again, person: Kathryn Bernardo, person: Alden Richards",2024-11-08 00:00:00+00:00,"['family', 'feud', 'hello', 'love', 'cast', 'nagkasubukan', 'hulaan', 'nov', '2024', 'episode', '603']",Entertainment,11
"Family Feud: ‘IT’S SHOWTIME’ HOSTS, NAKIHULA SA ‘FAMILY FEUD!’ (Full Episode UNCUT & EXTENDED)",1,49,49,8910266,184938,8953,"family feud, family feud philippines, family feud ph, family feud gma network, family feud gma, family feud dingdong dantes, GMA Network, GMA Network online, Family Feud, Family Feud GMA, Family Feud today, Family Feud April 8, Family Feud April 8 2024, Family Feud April 8 2024 episode, vertical:entertainment, genre:game show, format:full episode, source:etc, series:Family Feud Philippines, person:vice ganda, person:anne curtis, person:vhong navarro, family feud showtime",2024-04-08 00:00:00+00:00,"['family', 'feud', 'showtime', 'hosts', 'nakihula', 'family', 'feud', 'episode', 'uncut', 'extended']",Family,10
Farm Life by Alex Gonzaga,7,41,43,2568173,73971,3037,"Alex gonzaga, Alex vlog, New vlog, Ivana alawi, Zeinab, Cong tv, Showtime, Eat, Tvj, Tv5, Gma, Bulaga, News, Travel, New video, Vlog trip, Alex g, Gonzaga, Friends, Best friends, Bff, Funny, New vid, Vlog, Toni gonzaga, Tanay Rizal, Daily vlog, Tiktok, Lifestyle, Trending, Viral, Dance, Friendships, Yayamanin, House raid, Rich life, Celebrity video, Home raid, House tour, Dongyan, Marian, Polly, toni gonzaga, gonzaga sisters, farm, joseph the explorer",2024-11-11 00:00:00+00:00,"['farm', 'life', 'alex', 'gonzaga']",Videoblogging,4
Farmhouse Tour in Ormoc by Alex Gonzaga,6,30,44,3188456,66089,1966,"Lucy Torres, LGU, Congress, Senate, Richard Gomez, Lucy Torres Gomez, Goma, Richard, Lucy, Tatler, Farmhouse, House Tour, Abscbn, Sitcom, Farm, Ormoc, Ormoc City, Visayas, Politician, House, Alex gonzaga, Alex vlog, New vlog, Ivana alawi, Zeinab, Cong tv, Showtime, Eat, Tvj, Tv5, Gma, Bulaga, News, New video, Vlog trip, Alex g, Gonzaga, Bff, Funny, New vid, Vlog, Toni gonzaga, Daily vlog, Tiktok, Lifestyle, Trending, Viral, Dance, Yayamanin, House raid, Rich life, Celebrity video, Home raid, Dongyan, Marian",2024-06-09 00:00:00+00:00,"['farmhouse', 'tour', 'ormoc', 'alex', 'gonzaga']",News & Politics,5
Fiesta Foodtrip Prank kay Mikee by Alex Gonzaga,24,22,26,2326684,48306,1317,"Alex gonzaga, Alex vlog, New vlog, Ivana alawi, Zeinab, Cong tv, Showtime, Eat, Tvj, Tv5, Gma, Bulaga, News, Travel, New video, Vlog trip, Alex g, Gonzaga, Friends, Best friends, Bff, Funny, New vid, Vlog, Toni gonzaga, Tanay Rizal, Daily vlog, Tiktok, Lifestyle, Trending, Viral, Dance, Friendships, Yayamanin, House raid, Rich life, Niceprint, Wedding, Same day edit, Celebrity photography, Celebrity video, Home raid, House tour, Dongyan, Marian",2024-05-19 00:00:00+00:00,"['fiesta', 'foodtrip', 'prank', 'kay', 'mikee', 'alex', 'gonzaga']",Videoblogging,7
First Time Ever sa Congpound by Alex Gonzaga,1,49,49,8002276,218795,4446,"Alex gonzaga, Alex vlog, New vlog, Ivana alawi, Zeinab, Cong tv, Showtime, Eat, Tvj, Tv5, Gma, Bulaga, News, Travel, New video, Vlog trip, Alex g, Gonzaga, Friends, Best friends, Bff, Funny, New vid, Vlog, Toni gonzaga, Tanay Rizal, Daily vlog, Tiktok, Lifestyle, Trending, Viral, Dance, Friendships, Yayamanin, House raid, Rich life, Niceprint, Wedding, Same day edit, Celebrity photography, Celebrity video, Home raid, House tour, Dongyan, Marian",2023-12-26 00:00:00+00:00,"['time', 'congpound', 'alex', 'gonzaga']",Videoblogging,4
First Time to Cook Lechon Paksiw by Alex Gonzaga,19,28,31,1842496,34572,1503,"Alex gonzaga, Alex vlog, New vlog, Ivana alawi, Zeinab, Cong tv, Showtime, Eat, Tvj, Tv5, Gma, Bulaga, News, Travel, New video, Vlog trip, Alex g, Gonzaga, Friends, Best friends, Bff, Funny, New vid, Vlog, Toni gonzaga, Tanay Rizal, Daily vlog, Tiktok, Lifestyle, Trending, Viral, Dance, Friendships, Yayamanin, House raid, Rich life, Same day edit, Celebrity photography, Celebrity video, House tour, Dongyan, Marian, toni gonzaga, gonzaga sisters, lechon, lechon paksiw, paksiw na lechon",2025-01-05 00:00:00+00:00,"['time', 'cook', 'lechon', 'paksiw', 'alex', 'gonzaga']",Videoblogging,6
Fishing & Mukbang sa Taal Lake by Alex Gonzaga,5,45,45,1134983,28584,1077,"Alex gonzaga, Alex vlog, New vlog, Ivana alawi, Zeinab, Cong tv, Showtime, Eat, Tvj, Tv5, Gma, Bulaga, News, Travel, New video, Vlog trip, Alex g, Gonzaga, Friends, Best friends, Bff, Funny, New vid, Vlog, Toni gonzaga, Tanay Rizal, Daily vlog, Tiktok, Lifestyle, Trending, Viral, Dance, Friendships, Yayamanin, House raid, Rich life, Niceprint, Wedding, Same day edit, Celebrity photography, Celebrity video, Home raid, House tour, Dongyan, Marian",2023-11-12 00:00:00+00:00,"['fishing', 'mukbang', 'taal', 'lake', 'alex', 'gonzaga']",Videoblogging,6
FlipTop - EJ Power vs GL @ Isabuhay 2024 Semifinals,3,41,47,2162069,54650,11752,"fliptop, flip top, flip top battles, fliptopbattles, fliptop battle, new, latest, content, battle, rap, underground, hiphop, filipino, pinoy, tagalog, philippines, pinas, vs, verse, music, bars, best, jokes, highlights, funny, lines, comedy, live, highlight, isabuhay, anygma, loonie, old, school, dos, por dos, freestyle, finals, speed, sound, check, scenes, isyu, style, clash, rhyme, 2024, power, 13, gl, won, minutes, katana, tipsy d, ej, cripli, sur, 12, GL, crispy, fetus, silip, bwelta, balentong, 11, sinio, shernan, semis, semifinals",2024-11-03 00:00:00+00:00,"['fliptop', 'ej', 'power', 'vs', 'gl', 'isabuhay', '2024', 'semifinals']",Music,8
FlipTop - EJ Power vs Romano,9,41,41,1405955,35815,10056,"fliptop, flip top, flip top battles, fliptopbattles, fliptop battle, new, latest, content, battle, rap, underground, hiphop, filipino, pinoy, tagalog, philippines, pinas, vs, verse, music, bars, best, jokes, highlights, funny, lines, comedy, live, highlight, isabuhay, anygma, loonie, old, school, dos, por dos, freestyle, finals, speed, sound, check, scenes, isyu, style, clash, rhyme, 2024, power, 13, gl, rapollo, won, minutes, sayadd, m zhayt, katana, lhipkram, tipsy, tipsy d, batang, rebelde, ej, romano, cripli, sur, henyo, unibersikulo, 12, GL",2024-09-04 00:00:00+00:00,"['fliptop', 'ej', 'power', 'vs', 'romano']",Music,5
FlipTop - EJ Power vs Romano @ Isabuhay 2024,18,-5,32,1740396,39448,10697,"fliptop, flip top, flip top battles, fliptopbattles, fliptop battle, new, latest, content, battle, rap, underground, hiphop, filipino, pinoy, tagalog, philippines, pinas, vs, verse, music, bars, best, jokes, highlights, funny, lines, comedy, live, highlight, isabuhay, anygma, loonie, old, school, dos, por dos, freestyle, finals, speed, sound, check, scenes, isyu, style, clash, rhyme, 2024, power, 13, gl, rapollo, won, minutes, sayadd, m zhayt, katana, lhipkram, tipsy, tipsy d, batang, rebelde, ej, romano, cripli, sur, henyo, unibersikulo, 12, GL",2024-09-04 00:00:00+00:00,"['fliptop', 'ej', 'power', 'vs', 'romano', 'isabuhay', '2024']",Music,7
FlipTop - Emar Industriya vs Class G,34,16,16,323029,6919,1282,"fliptop, flip top, flip top battles, fliptopbattles, fliptop battle, lhipkram, GL, fliptop new, new, latest, content, battle, rap, underground, hiphop, filipino, pinoy, tagalog, philippines, pinas, vs, verse, music, bars, best, jokes, highlights, funny, lines, comedy, performance, live, highlight, isabuhay, anygma, loonie, old, school, dos, por dos, freestyle, finals, speed, sound, check, scenes, 2022, isyu, style, clash, rhyme, sinio, ahon 13, ahon, zaito, 2023, charron, kotd, smugglaz, ahon 14, bwelta, balentong, class g, emar, industriya",2023-12-14 00:00:00+00:00,"['fliptop', 'emar', 'industriya', 'vs', 'class']",Music,5
FlipTop - GL vs Lhipkram,3,46,47,1212320,27890,6042,"fliptop, flip top, flip top battles, fliptopbattles, fliptop battle, lhipkram, GL, fliptop new, new, latest, content, battle, rap, underground, hiphop, filipino, pinoy, tagalog, philippines, pinas, vs, verse, music, bars, best, jokes, highlights, funny, lines, comedy, performance, live, highlight, isabuhay, anygma, loonie, old, school, dos, por dos, freestyle, finals, speed, sound, check, scenes, 2022, isyu, style, clash, rhyme, sinio, ahon 13, ahon, zaito, 2023, gubat, 12, jonas, shernan, charron, kotd, smugglaz, ahon 14, bwelta, balentong",2023-12-10 00:00:00+00:00,"['fliptop', 'gl', 'vs', 'lhipkram']",Music,4
FlipTop - GL vs Vitrum @ Isabuhay 2024 Finals,3,47,47,2136197,55431,14487,"fliptop, flip top, flip top battles, fliptopbattles, fliptop battle, new, latest, content, battle, rap, underground, hiphop, filipino, pinoy, tagalog, philippines, pinas, vs, verse, music, bars, best, jokes, highlights, funny, lines, comedy, live, highlight, isabuhay, anygma, loonie, old, school, dos, por dos, freestyle, finals, scenes, style, clash, rhyme, 2024, power, gl, ej, cripli, GL, balentong, sinio, sight, dos por dos, atoms, cygnus, clipted, sickreto, gy, pamoso, caspher, hespero, negho gy, gubat, vitrum, ahon, ahon 15",2024-12-25 00:00:00+00:00,"['fliptop', 'gl', 'vs', 'vitrum', 'isabuhay', '2024', 'finals']",Music,7
FlipTop - Invictus vs Hazky @ Isabuhay 2023 Finals,4,41,46,1188271,25770,3696,"fliptop, flip top, flip top battles, fliptopbattles, fliptop battle, GL, fliptop new, new, latest, content, battle, rap, underground, hiphop, filipino, pinoy, tagalog, philippines, pinas, vs, verse, music, bars, best, jokes, highlights, funny, lines, comedy, performance, live, highlight, isabuhay, anygma, loonie, old, school, dos, por dos, freestyle, finals, speed, sound, check, scenes, 2022, isyu, style, clash, rhyme, sinio, ahon 13, ahon, 2023, charron, kotd, smugglaz, ahon 14, class g, emar, vitrum, ruffian, hazky, invictus, champion",2023-12-25 00:00:00+00:00,"['fliptop', 'invictus', 'vs', 'hazky', 'isabuhay', '2023', 'finals']",Music,7
FlipTop - Lhipkram vs SirDeo,35,12,15,731350,13959,1675,"fliptop, flip top, flip top battles, fliptopbattles, fliptop battle, new, latest, content, battle, rap, underground, hiphop, filipino, pinoy, tagalog, philippines, pinas, vs, verse, music, bars, best, jokes, highlights, funny, lines, comedy, live, highlight, isabuhay, anygma, loonie, old, school, dos, por dos, freestyle, finals, speed, sound, check, scenes, isyu, style, clash, rhyme, 2024, power, 13, gl, rapollo, mindfields, won, minutes, eveready, carlito, sayadd, m zhayt, secret, zoning 17, zoning, slock, katana, yuniko, tacoma, lhipkram, sir, deo",2024-08-25 00:00:00+00:00,"['fliptop', 'lhipkram', 'vs', 'sirdeo']",Music,4
FlipTop - M Zhayt vs Emar Industriya,10,40,40,873245,23800,6363,"fliptop, flip top, flip top battles, fliptopbattles, fliptop battle, new, latest, content, battle, rap, underground, hiphop, filipino, pinoy, tagalog, philippines, pinas, vs, verse, music, bars, best, jokes, highlights, funny, lines, comedy, performance, live, highlight, isabuhay, anygma, loonie, old, school, dos, por dos, freestyle, finals, speed, sound, check, scenes, isyu, style, clash, rhyme, ahon, mhot, pikon, galit, katana, crispy, fetus, ice, hespero, negho, gy, frinze, freek, fernie, m zhayt, emar, industriya, vitrum, ruffian, slock, zhayt",2024-05-09 00:00:00+00:00,"['fliptop', 'zhayt', 'vs', 'emar', 'industriya']",Music,5
FlipTop - Mhot vs Sayadd,1,49,49,1575519,38991,4748,"fliptop, flip top, flip top battles, fliptopbattles, fliptop battle, new, latest, content, battle, rap, underground, hiphop, filipino, pinoy, tagalog, philippines, pinas, vs, verse, music, bars, best, jokes, highlights, funny, lines, comedy, performance, live, highlight, isabuhay, anygma, loonie, old, school, dos, por dos, freestyle, finals, speed, sound, check, scenes, isyu, style, clash, rhyme, sinio, ahon, 2023, charron, smugglaz, ahon 14, bwelta, balentong, manda, baliw, batang, rebelde, j-king, j king, jking, sirdeo, sir, deo, mhot, sayadd",2024-01-17 00:00:00+00:00,"['fliptop', 'mhot', 'vs', 'sayadd']",Music,4
FlipTop - Nikki vs K-Ram,5,45,45,1684870,28795,2338,"fliptop, flip top, flip top battles, fliptopbattles, fliptop battle, fliptop new, new, latest, content, battle, rap, underground, hiphop, filipino, pinoy, tagalog, philippines, pinas, vs, verse, music, bars, best, jokes, highlights, funny, lines, comedy, performance, live, highlight, isabuhay, anygma, loonie, old, school, dos, por dos, freestyle, finals, speed, sound, check, scenes, 2022, isyu, style, clash, rhyme, sinio, ahon 13, ahon, zaito, 2023, sixth, threat, poison 13, kram, invictus, pistolero, zend, luke, gubat, 12, nikki, k-ram, k ram",2023-10-21 12:41:34+00:00,"['fliptop', 'nikki', 'vs', 'kram']",Music,4
FlipTop - Poison13 vs EJ Power @ Isabuhay 2024,43,7,7,930425,26869,4097,"fliptop, flip top, flip top battles, fliptopbattles, fliptop battle, new, latest, content, battle, rap, underground, hiphop, filipino, pinoy, tagalog, philippines, pinas, vs, verse, music, bars, best, jokes, highlights, funny, lines, comedy, performance, live, highlight, isabuhay, anygma, loonie, old, school, dos, por dos, freestyle, finals, speed, sound, check, scenes, isyu, style, clash, rhyme, ahon, pikon, galit, emar, industriya, vitrum, zhayt, 2024, sur, henyo, romano, rapido, g clown, class g, jonas, plazma, ej, power, poison, 13",2024-05-29 00:00:00+00:00,"['fliptop', 'poison13', 'vs', 'ej', 'power', 'isabuhay', '2024']",Music,7
