title,daily_rank,daily_movement,weekly_movement,view_count,like_count,comment_count,video_tags,publish_date,tokens,category,title_len
"Dalagita mula Cebu, kinalbo dahil sa sandamakmak na kuto sa kanyang ulo?! | Kapuso Mo, Jessica Soho",2,48,48,2989503,20090,3672,"GMA, GMA 7, GMA Public Affairs, Public Affairs, Magazine, Kapuso Mo Jessica Soho, KMJS, Jessica Soho, KMJS 2024, genre:entertainment, format:interview, source:video, type:digital, series:Kapuso Mo, topic:explainer, kmjs, kapuso mo jessica soho, trending news, kmjs today, kmjs latest, kapuso mo jessica soho latest episode, person:Jessica Soho, location:Philippines, language:Filipino, KMJS kuto, babae kinalbo dahil sa kuto, sandamakmak na kuto, kuto ng isang babae, summer kmjs, kmjs kuto",2024-04-29 00:00:00+00:00,"['dalagita', 'cebu', 'kinalbo', 'sandamakmak', 'kuto', 'ulo', 'kapuso', 'mo', 'jessica', 'soho']",Entertainment,10
Diego | Jestoni Alarcon | Full Tagalog Action Movie,30,20,20,1107718,6060,50,"diego, diego full movie, tagalog movies, jestoni alarcon movie, tagalog full movie, full movie, free movie, free full movie tagalog dubbed, full length filipino movies, full movie filipino film, tagalog dubbed full movie, tagalog dubbed full movie action, tagalog dubbed, tagalized action movies, tagalog dubbed action movies, tagalized full movies, best tagalog action movies, tagalog dubbed action movie, tagalog dubbed action movies 2024, tagalized movie",2024-12-15 00:00:00+00:00,"['diego', 'jestoni', 'alarcon', 'tagalog', 'action', 'movie']",Movies,6
Diwata Pares by Alex Gonzaga,4,45,46,5111212,149529,6134,"Alex gonzaga, Alex vlog, New vlog, Ivana alawi, Zeinab, Cong tv, Showtime, Eat, Tvj, Tv5, Gma, Bulaga, News, Travel, New video, Vlog trip, Alex g, Gonzaga, Friends, Best friends, Bff, Funny, New vid, Vlog, Toni gonzaga, Tanay Rizal, Daily vlog, Tiktok, Lifestyle, Trending, Viral, Dance, Friendships, Yayamanin, House raid, Rich life, Niceprint, Wedding, Same day edit, Celebrity photography, Celebrity video, Home raid, House tour, Dongyan, Marian",2024-04-21 00:00:00+00:00,"['diwata', 'pares', 'alex', 'gonzaga']",Videoblogging,4
"Doc Willie May Bagong Pagsubok Na Naman, Nag Kritikal (Sept 7-11, 2024)",5,32,45,4218196,162063,692,"heal, health, home remedies, doctor, weight loss, food, nutrition, health tips, treatment, symptoms, diagnosis, natural, alternative, easy, cheap, effective",2024-09-16 00:00:00+00:00,"['doc', 'willie', 'bagong', 'pagsubok', 'naman', 'nag', 'kritikal', 'sept', '711', '2024']",Family,10
Double Date sa Italy by Alex Gonzaga,14,36,36,1929013,34221,1104,"Alex gonzaga, Alex vlog, New vlog, Ivana alawi, Zeinab, Cong tv, Showtime, Eat, Tvj, Tv5, Gma, Bulaga, News, Travel, New video, Vlog trip, Alex g, Gonzaga, Friends, Best friends, Bff, Funny, New vid, Vlog, Toni gonzaga, Tanay Rizal, Daily vlog, Tiktok, Lifestyle, Trending, Viral, Dance, Friendships, Yayamanin, House raid, Rich life, Niceprint, Wedding, Same day edit, Celebrity photography, Celebrity video, Home raid, House tour, Dongyan, Marian",2024-10-05 00:00:00+00:00,"['double', 'date', 'italy', 'alex', 'gonzaga']",Videoblogging,5
"EMRYS, Can you be my GIRLFRIEND? (DAY 4 & 5)",5,31,45,1061907,59191,6603,,2024-02-16 00:00:00+00:00,"['emrys', 'girlfriend', 'day']",Entertainment,3
"EXCLUSIVE FULL INTERVIEW: Bamban Mayor Alice Guo, sinagot ang mga isyung ibinabato sa kanya",1,49,49,3114688,24003,25125,"ABS-CBN, ABS-CBN News, ABS-CBN Philippines, Philippine News, News, Philippines, Alice Guo, ABS-CBN News Exclusive, #ABS-CBNNews_Exclusive, nighttime, tagalog news, latest news, news update, recent news, YT0psRebecca, 05202024news, May 20 2024, channel:ABSCBNNews, series:ABSCBNNewsExclusive, genre:crime, genre:politics, format:report, type:broadcast, type:highlight, source:video, source:audio, Bamban Tarlac, Bamban, Tarlac, Bamban Tarlac Mayor, Bamban Mayor, Karen Davila, politics, isyu, issue, crime",2024-05-20 00:00:00+00:00,"['exclusive', 'interview', 'bamban', 'mayor', 'alice', 'guo', 'sinagot', 'isyung', 'ibinabato']",News & Politics,9
EXCLUSIVE: Maris Racal addresses issue with Anthony Jennings | ABS-CBN News,1,49,49,3653716,31631,34364,"ABS-CBN, ABS-CBN News, ABS-CBN Philippines, Philippine News, News, Philippines, ABS-CBN News Exclusive, news, nighttime, english news, latest news, news update, recent news, YT0psKrb, 12062024news, December 6 2024, channel:ABSCBNNews, genre:society, genre:politics, format:report, type:broadcast, type:highlight, source:video, source:audio, Maris Racal issue, Maris Racal, Anthony Jennings, Jamela Villanueva, Maris issue, Maris, Anthony, Jamela, viral news, celebrity news, celebrity viral, celebrity",2024-12-06 00:00:00+00:00,"['exclusive', 'maris', 'racal', 'addresses', 'issue', 'anthony', 'jennings', 'abscbn', 'news']",News & Politics,9
Especially for RosarYOU: A Valentine Vlog | VICE GANDA,9,41,41,1507786,37598,1703,,2024-02-14 00:00:00+00:00,"['especially', 'rosaryou', 'valentine', 'vlog', 'vice', 'ganda']",Videoblogging,6
Eto na ang jejeng Marimar si MARENGMAR! 💃🏼,22,20,28,750429,43578,2108,,2024-05-27 00:00:00+00:00,"['eto', 'jejeng', 'marimar', 'si', 'marengmar']",Foreign,5
"FPJ's Batang Quiapo | Episode 183 (2/3) | October 27, 2023 (with Eng Subs)",14,36,36,2538837,20465,510,"ABS-CBN, ABS-CBN Online, ABS-CBN Philippines, ABS-CBNEntertainment, vertical:drama, genre:Drama, genre:comedy, genre:family, series:FPJsBatangQuiapo, Tagalog Series, person:PingMedina, person:RonaldoValdez, person:CocoMartin, person:LoviPoe, person:CharoSantos, person:ChristopherDeLeon, FPJs Batang Quiapo 2023, person:EjayFalcon, person:PhilipSalvador, person:CherryPiePicache, person:TommyAbuel, Batang Quiapo Oct 27, #FPJBQKolateral, #FPJBatangQuiapo_VOD, October 27 2023, 20231026online, YT0psSanti, Ep 183",2023-10-27 00:00:00+00:00,"['fpj', 'batang', 'quiapo', 'episode', '183', '23', 'october', '27', '2023', 'eng', 'subs']",Entertainment,11
"FPJ's Batang Quiapo | Episode 183 (3/3) | October 27, 2023 (with Eng Subs)",12,38,38,2900818,26160,566,"ABS-CBN, ABS-CBN Online, ABS-CBN Philippines, ABS-CBNEntertainment, vertical:drama, genre:Drama, genre:comedy, genre:family, series:FPJsBatangQuiapo, Tagalog Series, person:PingMedina, person:RonaldoValdez, person:CocoMartin, person:LoviPoe, person:CharoSantos, person:ChristopherDeLeon, FPJs Batang Quiapo 2023, person:EjayFalcon, person:PhilipSalvador, person:CherryPiePicache, person:TommyAbuel, Batang Quiapo Oct 27, #FPJBQKolateral, #FPJBatangQuiapo_VOD, October 27 2023, 20231026online, YT0psSanti, Ep 183",2023-10-27 00:00:00+00:00,"['fpj', 'batang', 'quiapo', 'episode', '183', '33', 'october', '27', '2023', 'eng', 'subs']",Entertainment,11
"FPJ's Batang Quiapo | Episode 188 (2/3) | November 3, 2023 (with Eng Subs)",12,38,38,2797058,23266,340,"ABS-CBN, ABS-CBN Online, ABS-CBN Philippines, ABS-CBNEntertainment, vertical:drama, genre:Drama, genre:comedy, genre:family, series:FPJsBatangQuiapo, Tagalog Series, person:PingMedina, person:RonaldoValdez, person:CocoMartin, person:LoviPoe, person:CharoSantos, person:ChristopherDeLeon, FPJs Batang Quiapo 2023, person:EjayFalcon, person:PhilipSalvador, person:CherryPiePicache, person:TommyAbuel, Batang Quiapo Nov 2, #FPJBQSunudSunod, #FPJBatangQuiapo_VOD, November 2 2023, 20231102online, YT0psSanti, Ep 187",2023-11-03 00:00:00+00:00,"['fpj', 'batang', 'quiapo', 'episode', '188', '23', 'november', '2023', 'eng', 'subs']",Entertainment,10
"FPJ's Batang Quiapo | Episode 188 (3/3) | November 3, 2023 (with Eng Subs)",11,39,39,2896033,33819,3548,"ABS-CBN, ABS-CBN Online, ABS-CBN Philippines, ABS-CBNEntertainment, vertical:drama, genre:Drama, genre:comedy, genre:family, series:FPJsBatangQuiapo, Tagalog Series, person:PingMedina, person:RonaldoValdez, person:CocoMartin, person:LoviPoe, person:CharoSantos, person:ChristopherDeLeon, FPJs Batang Quiapo 2023, person:EjayFalcon, person:PhilipSalvador, person:CherryPiePicache, person:TommyAbuel, Batang Quiapo Nov 2, #FPJBQSunudSunod, #FPJBatangQuiapo_VOD, November 2 2023, 20231102online, YT0psSanti, Ep 187",2023-11-03 00:00:00+00:00,"['fpj', 'batang', 'quiapo', 'episode', '188', '33', 'november', '2023', 'eng', 'subs']",Entertainment,10
"FPJ's Batang Quiapo | Episode 193 (2/4) | November 10, 2023 (with Eng Subs)",29,21,21,2502372,20194,254,"ABS-CBN, ABS-CBN Online, ABS-CBN Philippines, ABS-CBNEntertainment, vertical:drama, genre:Drama, genre:comedy, genre:family, series:FPJsBatangQuiapo, Tagalog Series, person:PingMedina, person:RonaldoValdez, person:CocoMartin, person:LoviPoe, person:CharoSantos, person:ChristopherDeLeon, FPJs Batang Quiapo 2023, person:EjayFalcon, person:PhilipSalvador, person:CherryPiePicache, person:TommyAbuel, Batang Quiapo Nov 10, #FPJBQKasado, #FPJBatangQuiapo_VOD, November 10 2023, 20231110online, YT0psSanti, Ep 193",2023-11-10 00:00:00+00:00,"['fpj', 'batang', 'quiapo', 'episode', '193', '24', 'november', '10', '2023', 'eng', 'subs']",Entertainment,11
"FPJ's Batang Quiapo | Episode 193 (3/4) | November 10, 2023 (with Eng Subs)",16,34,34,2404632,21594,591,"ABS-CBN, ABS-CBN Online, ABS-CBN Philippines, ABS-CBNEntertainment, vertical:drama, genre:Drama, genre:comedy, genre:family, series:FPJsBatangQuiapo, Tagalog Series, person:PingMedina, person:RonaldoValdez, person:CocoMartin, person:LoviPoe, person:CharoSantos, person:ChristopherDeLeon, FPJs Batang Quiapo 2023, person:EjayFalcon, person:PhilipSalvador, person:CherryPiePicache, person:TommyAbuel, Batang Quiapo Nov 10, #FPJBQKasado, #FPJBatangQuiapo_VOD, November 10 2023, 20231110online, YT0psSanti, Ep 193",2023-11-10 00:00:00+00:00,"['fpj', 'batang', 'quiapo', 'episode', '193', '34', 'november', '10', '2023', 'eng', 'subs']",Entertainment,11
"FPJ's Batang Quiapo | Episode 193 (4/4) | November 10, 2023 (with Eng Subs)",11,39,39,2961735,27204,829,"ABS-CBN, ABS-CBN Online, ABS-CBN Philippines, ABS-CBNEntertainment, vertical:drama, genre:Drama, genre:comedy, genre:family, series:FPJsBatangQuiapo, Tagalog Series, person:PingMedina, person:RonaldoValdez, person:CocoMartin, person:LoviPoe, person:CharoSantos, person:ChristopherDeLeon, FPJs Batang Quiapo 2023, person:EjayFalcon, person:PhilipSalvador, person:CherryPiePicache, person:TommyAbuel, Batang Quiapo Nov 10, #FPJBQKasado, #FPJBatangQuiapo_VOD, November 10 2023, 20231110online, YT0psSanti, Ep 193",2023-11-10 00:00:00+00:00,"['fpj', 'batang', 'quiapo', 'episode', '193', '44', 'november', '10', '2023', 'eng', 'subs']",Entertainment,11
"FPJ's Batang Quiapo | Episode 198 (2/3) | November 17, 2023 (with Eng Subs)",13,37,37,2936195,23301,561,"ABS-CBN, ABS-CBN Online, ABS-CBN Philippines, ABS-CBNEntertainment, vertical:drama, genre:Drama, genre:family, series:FPJsBatangQuiapo, Tagalog Series, person:PingMedina, person:RonaldoValdez, person:CocoMartin, person:LoviPoe, person:CharoSantos, person:ChristopherDeLeon, FPJs Batang Quiapo 2023, person:EjayFalcon, person:PhilipSalvador, person:CherryPiePicache, person:TommyAbuel, Batang Quiapo Nov 17, #FPJBQMagpakilala, #FPJBatangQuiapo_VOD, November 17 2023, 20231117online, YT0psSanti, Ep 198",2023-11-17 00:00:00+00:00,"['fpj', 'batang', 'quiapo', 'episode', '198', '23', 'november', '17', '2023', 'eng', 'subs']",Entertainment,11
"FPJ's Batang Quiapo | Episode 198 (3/3) | November 17, 2023 (with Eng Subs)",11,39,39,3095069,28422,1209,"ABS-CBN, ABS-CBN Online, ABS-CBN Philippines, ABS-CBNEntertainment, vertical:drama, genre:Drama, genre:family, series:FPJsBatangQuiapo, Tagalog Series, person:PingMedina, person:RonaldoValdez, person:CocoMartin, person:LoviPoe, person:CharoSantos, person:ChristopherDeLeon, FPJs Batang Quiapo 2023, person:EjayFalcon, person:PhilipSalvador, person:CherryPiePicache, person:TommyAbuel, Batang Quiapo Nov 17, #FPJBQMagpakilala, #FPJBatangQuiapo_VOD, November 17 2023, 20231117online, YT0psSanti, Ep 198",2023-11-17 00:00:00+00:00,"['fpj', 'batang', 'quiapo', 'episode', '198', '33', 'november', '17', '2023', 'eng', 'subs']",Entertainment,11
"FPJ's Batang Quiapo | Episode 213 (2/3) | December 8, 2023 (with Eng Subs)",28,22,22,2112243,18116,207,"ABS-CBN, ABS-CBN Online, ABS-CBN Philippines, ABS-CBNEntertainment, vertical:drama, genre:Drama, genre:family, series:FPJsBatangQuiapo, Tagalog Series, person:PingMedina, person:RonaldoValdez, person:CocoMartin, person:LoviPoe, person:CharoSantos, person:ChristopherDeLeon, FPJs Batang Quiapo 2023, person:EjayFalcon, person:PhilipSalvador, person:CherryPiePicache, person:TommyAbuel, Batang Quiapo Dec 8, #FPJBatangQuiapo_VOD, December 8 2023, 20231207online, Ep 213, #FPJBQTagpo, YT0psSanti",2023-12-08 00:00:00+00:00,"['fpj', 'batang', 'quiapo', 'episode', '213', '23', 'december', '2023', 'eng', 'subs']",Entertainment,10
"FPJ's Batang Quiapo | Episode 213 (3/3) | December 8, 2023 (with Eng Subs)",30,20,20,2434671,21737,944,"ABS-CBN, ABS-CBN Online, ABS-CBN Philippines, ABS-CBNEntertainment, vertical:drama, genre:Drama, genre:family, series:FPJsBatangQuiapo, Tagalog Series, person:PingMedina, person:RonaldoValdez, person:CocoMartin, person:LoviPoe, person:CharoSantos, person:ChristopherDeLeon, FPJs Batang Quiapo 2023, person:EjayFalcon, person:PhilipSalvador, person:CherryPiePicache, person:TommyAbuel, Batang Quiapo Dec 8, #FPJBatangQuiapo_VOD, December 8 2023, 20231207online, Ep 213, #FPJBQTagpo, YT0psSanti",2023-12-08 00:00:00+00:00,"['fpj', 'batang', 'quiapo', 'episode', '213', '33', 'december', '2023', 'eng', 'subs']",Entertainment,10
"FPJ's Batang Quiapo | Episode 215 (2/4) | December 12, 2023 (with Eng Subs)",36,14,14,1802198,16239,194,"ABS-CBN, ABS-CBN Online, ABS-CBN Philippines, ABS-CBNEntertainment, vertical:drama, genre:Drama, genre:family, series:FPJsBatangQuiapo, Tagalog Series, person:PingMedina, person:RonaldoValdez, person:CocoMartin, person:LoviPoe, person:CharoSantos, person:ChristopherDeLeon, FPJs Batang Quiapo 2023, person:EjayFalcon, person:PhilipSalvador, person:CherryPiePicache, person:TommyAbuel, Batang Quiapo Dec 12, #FPJBatangQuiapo_VOD, December 12 2023, 20231212online, Ep 215, #FPJBQTakas, YT0psLen",2023-12-12 00:00:00+00:00,"['fpj', 'batang', 'quiapo', 'episode', '215', '24', 'december', '12', '2023', 'eng', 'subs']",Entertainment,11
"FPJ's Batang Quiapo | Episode 215 (3/4) | December 12, 2023 (with Eng Subs)",33,17,17,1821475,15567,197,"ABS-CBN, ABS-CBN Online, ABS-CBN Philippines, ABS-CBNEntertainment, vertical:drama, genre:Drama, genre:family, series:FPJsBatangQuiapo, Tagalog Series, person:PingMedina, person:RonaldoValdez, person:CocoMartin, person:LoviPoe, person:CharoSantos, person:ChristopherDeLeon, FPJs Batang Quiapo 2023, person:EjayFalcon, person:PhilipSalvador, person:CherryPiePicache, person:TommyAbuel, Batang Quiapo Dec 12, #FPJBatangQuiapo_VOD, December 12 2023, 20231212online, Ep 215, #FPJBQTakas, YT0psLen",2023-12-12 00:00:00+00:00,"['fpj', 'batang', 'quiapo', 'episode', '215', '34', 'december', '12', '2023', 'eng', 'subs']",Entertainment,11
"FPJ's Batang Quiapo | Episode 218 (2/3) | December 15, 2023 (with Eng Subs)",29,21,21,2112717,19245,256,"ABS-CBN, ABS-CBN Online, ABS-CBN Philippines, ABS-CBNEntertainment, vertical:drama, genre:Drama, genre:family, series:FPJsBatangQuiapo, Tagalog Series, person:PingMedina, person:RonaldoValdez, person:CocoMartin, person:LoviPoe, person:CharoSantos, person:ChristopherDeLeon, FPJs Batang Quiapo 2023, person:EjayFalcon, person:PhilipSalvador, person:CherryPiePicache, person:TommyAbuel, Batang Quiapo Dec 15, #FPJBatangQuiapo_VOD, December 15 2023, 20231214online, Ep 218, #FPJBQTulong, YT0psSanti",2023-12-15 00:00:00+00:00,"['fpj', 'batang', 'quiapo', 'episode', '218', '23', 'december', '15', '2023', 'eng', 'subs']",Entertainment,11
"FPJ's Batang Quiapo | Episode 218 (3/3) | December 15, 2023 (with Eng Subs)",36,14,14,1973925,18311,867,"ABS-CBN, ABS-CBN Online, ABS-CBN Philippines, ABS-CBNEntertainment, vertical:drama, genre:Drama, genre:family, series:FPJsBatangQuiapo, Tagalog Series, person:PingMedina, person:RonaldoValdez, person:CocoMartin, person:LoviPoe, person:CharoSantos, person:ChristopherDeLeon, FPJs Batang Quiapo 2023, person:EjayFalcon, person:PhilipSalvador, person:CherryPiePicache, person:TommyAbuel, Batang Quiapo Dec 15, #FPJBatangQuiapo_VOD, December 15 2023, 20231214online, Ep 218, #FPJBQTulong, YT0psSanti",2023-12-15 00:00:00+00:00,"['fpj', 'batang', 'quiapo', 'episode', '218', '33', 'december', '15', '2023', 'eng', 'subs']",Entertainment,11
"FPJ's Batang Quiapo | Episode 223 (2/2) | December 22, 2023 (with Eng Subs)",28,22,22,2604869,25180,1136,"ABS-CBN, ABS-CBN Online, ABS-CBN Philippines, ABS-CBNEntertainment, vertical:drama, genre:Drama, genre:family, series:FPJsBatangQuiapo, Tagalog Series, person:PingMedina, person:RonaldoValdez, person:CocoMartin, person:LoviPoe, person:CharoSantos, person:ChristopherDeLeon, FPJs Batang Quiapo 2023, person:EjayFalcon, person:PhilipSalvador, person:CherryPiePicache, person:TommyAbuel, Batang Quiapo Dec 21, #FPJBatangQuiapo_VOD, December 21 2023, 20231221online, Ep 222, #FPJNalagas, YT0psLen",2023-12-22 00:00:00+00:00,"['fpj', 'batang', 'quiapo', 'episode', '223', '22', 'december', '22', '2023', 'eng', 'subs']",Entertainment,11
"FPJ's Batang Quiapo | Episode 228 (2/3) | December 29, 2023 (with Eng Subs)",31,19,19,1838904,17469,583,"ABS-CBN, ABS-CBN Online, ABS-CBN Philippines, ABS-CBNEntertainment, vertical:drama, genre:Drama, genre:family, series:FPJsBatangQuiapo, Tagalog Series, person:PingMedina, person:RonaldoValdez, person:CocoMartin, person:LoviPoe, person:CharoSantos, person:ChristopherDeLeon, FPJs Batang Quiapo 2023, person:EjayFalcon, person:PhilipSalvador, person:CherryPiePicache, person:TommyAbuel, Batang Quiapo Dec 28, #FPJBatangQuiapo_VOD, December 28 2023, 20231228online, Ep 257, #FPJBQPangungulila, YT0psLen",2023-12-29 00:00:00+00:00,"['fpj', 'batang', 'quiapo', 'episode', '228', '23', 'december', '29', '2023', 'eng', 'subs']",Entertainment,11
"FPJ's Batang Quiapo | Episode 228 (3/3) | December 29, 2023 (with Eng Subs)",29,21,21,2069645,18913,991,"ABS-CBN, ABS-CBN Online, ABS-CBN Philippines, ABS-CBNEntertainment, vertical:drama, genre:Drama, genre:family, series:FPJsBatangQuiapo, Tagalog Series, person:PingMedina, person:RonaldoValdez, person:CocoMartin, person:LoviPoe, person:CharoSantos, person:ChristopherDeLeon, FPJs Batang Quiapo 2023, person:EjayFalcon, person:PhilipSalvador, person:CherryPiePicache, person:TommyAbuel, Batang Quiapo Dec 28, #FPJBatangQuiapo_VOD, December 28 2023, 20231228online, Ep 257, #FPJBQPangungulila, YT0psLen",2023-12-29 00:00:00+00:00,"['fpj', 'batang', 'quiapo', 'episode', '228', '33', 'december', '29', '2023', 'eng', 'subs']",Entertainment,11
"FPJ's Batang Quiapo | Episode 233 (1/2) | January 5, 2024 (with Eng Subs)",41,9,9,2912701,27792,972,"ABS-CBN, ABS-CBN Online, ABS-CBN Philippines, ABS-CBNEntertainment, vertical:drama, genre:Drama, genre:family, series:FPJsBatangQuiapo, Tagalog Series, person:PingMedina, person:RonaldoValdez, person:CocoMartin, person:LoviPoe, person:CharoSantos, person:ChristopherDeLeon, FPJs Batang Quiapo 2024, person:EjayFalcon, person:PhilipSalvador, person:CherryPiePicache, person:TommyAbuel, Batang Quiapo Jan 4, #FPJBatangQuiapo_VOD, January 5 2024, 20240105online, Ep 233, #FPJBQSampaguita, YT0psSanti",2024-01-05 00:00:00+00:00,"['fpj', 'batang', 'quiapo', 'episode', '233', '12', 'january', '2024', 'eng', 'subs']",Entertainment,10
"FPJ's Batang Quiapo | Episode 233 (2/2) | January 5, 2024 (with Eng Subs)",20,30,30,2367753,24926,2061,"ABS-CBN, ABS-CBN Online, ABS-CBN Philippines, ABS-CBNEntertainment, vertical:drama, genre:Drama, genre:family, series:FPJsBatangQuiapo, Tagalog Series, person:PingMedina, person:RonaldoValdez, person:CocoMartin, person:LoviPoe, person:CharoSantos, person:ChristopherDeLeon, FPJs Batang Quiapo 2024, person:EjayFalcon, person:PhilipSalvador, person:CherryPiePicache, person:TommyAbuel, Batang Quiapo Jan 4, #FPJBatangQuiapo_VOD, January 5 2024, 20240105online, Ep 233, #FPJBQSampaguita, YT0psSanti",2024-01-05 00:00:00+00:00,"['fpj', 'batang', 'quiapo', 'episode', '233', '22', 'january', '2024', 'eng', 'subs']",Entertainment,10
"FPJ's Batang Quiapo | Episode 236 (2/2) | January 10, 2024 (with Eng Subs)",11,39,39,2057680,20654,505,"ABS-CBN, ABS-CBN Online, ABS-CBN Philippines, ABS-CBNEntertainment, vertical:drama, genre:Drama, genre:family, series:FPJsBatangQuiapo, Tagalog Series, person:PingMedina, person:RonaldoValdez, person:CocoMartin, person:LoviPoe, person:CharoSantos, person:ChristopherDeLeon, FPJs Batang Quiapo 2024, person:EjayFalcon, person:PhilipSalvador, person:CherryPiePicache, person:TommyAbuel, Batang Quiapo Jan 10, #FPJBatangQuiapo_VOD, January 9 2024, 20240110online, Ep 236, #FPJBQLumalambot, YT0psSanti",2024-01-10 00:00:00+00:00,"['fpj', 'batang', 'quiapo', 'episode', '236', '22', 'january', '10', '2024', 'eng', 'subs']",Entertainment,11
"FPJ's Batang Quiapo | Episode 238 (2/3) | January 12, 2024 (with Eng Subs)",25,25,25,2024663,16766,216,"ABS-CBN, ABS-CBN Online, ABS-CBN Philippines, ABS-CBNEntertainment, vertical:drama, genre:Drama, genre:family, series:FPJsBatangQuiapo, Tagalog Series, person:PingMedina, person:RonaldoValdez, person:CocoMartin, person:LoviPoe, person:CharoSantos, person:ChristopherDeLeon, FPJs Batang Quiapo 2023, person:EjayFalcon, person:PhilipSalvador, person:CherryPiePicache, person:TommyAbuel, Batang Quiapo Jan 12, #FPJBatangQuiapo_VOD, January 12 2023, 20231212online, Ep 238, YT0psSanti, #FPJBQDalamhati",2024-01-12 00:00:00+00:00,"['fpj', 'batang', 'quiapo', 'episode', '238', '23', 'january', '12', '2024', 'eng', 'subs']",Entertainment,11
"FPJ's Batang Quiapo | Episode 238 (3/3) | January 12, 2024 (with Eng Subs)",26,24,24,2051569,19162,360,"ABS-CBN, ABS-CBN Online, ABS-CBN Philippines, ABS-CBNEntertainment, vertical:drama, genre:Drama, genre:family, series:FPJsBatangQuiapo, Tagalog Series, person:PingMedina, person:RonaldoValdez, person:CocoMartin, person:LoviPoe, person:CharoSantos, person:ChristopherDeLeon, FPJs Batang Quiapo 2023, person:EjayFalcon, person:PhilipSalvador, person:CherryPiePicache, person:TommyAbuel, Batang Quiapo Jan 12, #FPJBatangQuiapo_VOD, January 12 2023, 20231212online, Ep 238, YT0psSanti, #FPJBQDalamhati",2024-01-12 00:00:00+00:00,"['fpj', 'batang', 'quiapo', 'episode', '238', '33', 'january', '12', '2024', 'eng', 'subs']",Entertainment,11
"FPJ's Batang Quiapo | Episode 393 (3/3) | August 19, 2024",38,12,12,2434084,20747,286,"ABS-CBN, ABS-CBN Online, ABS-CBN Philippines, ABS-CBNEntertainment, genre:Drama, genre:family, series:FPJsBatangQuiapo, Tagalog Series, person:PingMedina, person:RonaldoValdez, person:CocoMartin, person:IvanaAlawi, person:CharoSantos, person:ChristopherDeLeon, FPJs Batang Quiapo 2024, person:EjayFalcon, person:PhilipSalvador, person:CherryPiePicache, person:TommyAbuel, Batang Quiapo August 19 2024, #FPJBatangQuiapo_VOD, 20240819online, August 19 2024, Batang Quiapo 2024, YT0psIsaiah, #FPJBQYayamanNaTayo",2024-08-19 00:00:00+00:00,"['fpj', 'batang', 'quiapo', 'episode', '393', '33', 'august', '19', '2024']",Entertainment,9
"FPJ's Batang Quiapo | Episode 394 (2/3) | August 20, 2024",31,19,19,2677062,20486,328,"ABS-CBN, ABS-CBN Online, ABS-CBN Philippines, ABS-CBNEntertainment, genre:Drama, genre:family, series:FPJsBatangQuiapo, Tagalog Series, person:PingMedina, person:RonaldoValdez, person:CocoMartin, person:IvanaAlawi, person:CharoSantos, person:ChristopherDeLeon, FPJs Batang Quiapo 2024, person:EjayFalcon, person:PhilipSalvador, person:CherryPiePicache, person:TommyAbuel, Batang Quiapo August 20 2024, #FPJBatangQuiapo_VOD, 20240819online, August 20 2024, Batang Quiapo 2024, Yt0psZeth, #FPJBQLucky9",2024-08-20 00:00:00+00:00,"['fpj', 'batang', 'quiapo', 'episode', '394', '23', 'august', '20', '2024']",Entertainment,9
"FPJ's Batang Quiapo | Episode 394 (3/3) | August 20, 2024",25,25,25,2248764,22041,757,"ABS-CBN, ABS-CBN Online, ABS-CBN Philippines, ABS-CBNEntertainment, genre:Drama, genre:family, series:FPJsBatangQuiapo, Tagalog Series, person:PingMedina, person:RonaldoValdez, person:CocoMartin, person:IvanaAlawi, person:CharoSantos, person:ChristopherDeLeon, FPJs Batang Quiapo 2024, person:EjayFalcon, person:PhilipSalvador, person:CherryPiePicache, person:TommyAbuel, Batang Quiapo August 20 2024, #FPJBatangQuiapo_VOD, 20240819online, August 20 2024, Batang Quiapo 2024, Yt0psZeth, #FPJBQLucky9",2024-08-20 00:00:00+00:00,"['fpj', 'batang', 'quiapo', 'episode', '394', '33', 'august', '20', '2024']",Entertainment,9
"FPJ's Batang Quiapo | Episode 394 (3/3) | August 20, 2024 (w/ English Subtitles)",33,-8,17,2938190,24823,816,"ABS-CBN, ABS-CBN Online, ABS-CBN Philippines, ABS-CBNEntertainment, genre:Drama, genre:family, series:FPJsBatangQuiapo, Tagalog Series, person:PingMedina, person:RonaldoValdez, person:CocoMartin, person:IvanaAlawi, person:CharoSantos, person:ChristopherDeLeon, FPJs Batang Quiapo 2024, person:EjayFalcon, person:PhilipSalvador, person:CherryPiePicache, person:TommyAbuel, Batang Quiapo August 20 2024, #FPJBatangQuiapo_VOD, 20240819online, August 20 2024, Batang Quiapo 2024, Yt0psZeth, #FPJBQLucky9",2024-08-20 00:00:00+00:00,"['fpj', 'batang', 'quiapo', 'episode', '394', '33', 'august', '20', '2024', 'english', 'subtitles']",Entertainment,11
